日期,識別碼,植物編號,植物名稱,形相代號,節氣,候別,葉子分數,花的分數,果實分數
2023/01/29,38,32,毛瓣蝴蝶木,2,大寒,第2候,2.5,2,1
2023/01/29,39,32-1,厚殼樹,1,大寒,第2候,0.5,1,1
2023/01/29,40,33,狗花椒,1,大寒,第2候,2.5,1,1
2023/01/29,41,34,狗花椒,1,大寒,第2候,0.5,1,1
2023/01/29,42,35,羊角藤,3,大寒,第2候,3,1,2
2023/01/29,43,36,朴樹,1,大寒,第2候,0.5,1,1
2023/01/29,44,37,裡白巴豆,2,大寒,第2候,2.5,1,1
2023/01/29,45,38,土密,1,大寒,第2候,3,1,2
2023/01/29,46,39,樟樹,1,大寒,第2候,2.5,1,1
2023/02/06,1,0,緬梔,1,立春,第1候,2,2,1
2023/02/06,2,1,小梗木薑子,1,立春,第1候,3,1,2
2023/02/06,3,2,相思樹,1,立春,第1候,2.5,1,1
2023/02/06,4,3,降真香,1,立春,第1候,2.5,1,2
2023/02/06,5,4,球花嘉賜木,1,立春,第1候,3,1,1
2023/02/06,6,5,血桐,1,立春,第1候,2.5,1,1
2023/02/06,7,6,灰木,2,立春,第1候,2,1,1
2023/02/06,8,7,狗骨仔,1,立春,第1候,3,1,1
2023/02/06,9,8,狗骨仔,2,立春,第1候,2.5,1,2
2023/02/06,10,9,紅脈赤楠,1,立春,第1候,3,1,1
2023/02/06,11,10,台灣山桂花,2,立春,第1候,2.5,1.5,2
2023/02/06,12,11,細葉饅頭果,1,立春,第1候,2.5,1,1
2023/02/06,13,12,球花嘉賜木,1,立春,第1候,3,2,1
2023/02/06,14,13,相思樹,1,立春,第1候,2.5,2,1
2023/02/06,15,14,血桐,1,立春,第1候,2.5,1,1
2023/02/06,16,14-1,狗骨仔,2,立春,第1候,2.5,1.5,2
2023/02/06,18,16,山油麻,1,立春,第1候,2.5,1,1
2023/02/06,19,17,構樹,1,立春,第1候,0.5,1,1
2023/02/06,21,19,白匏子,1,立春,第1候,2.5,1,2
2023/02/06,22,19-1,白匏子,1,立春,第1候,2.5,1,2
2023/02/06,23,20,白匏子,1,立春,第1候,2.5,1,1
2023/02/06,24,21,苦楝,1,立春,第1候,2,1,1
2023/02/06,25,21-1,白毛臭牡丹,2,立春,第1候,0.5,2,1
2023/02/06,26,22,狗骨仔,2,立春,第1候,2.5,1.5,1
2023/02/06,27,23,降真香,1,立春,第1候,3,1,2
2023/02/06,28,24,小錦蘭,3,立春,第1候,3,1.5,1
2023/02/06,29,25,雙面刺,3,立春,第1候,3,1.5,1
2023/02/06,30,25-1,紅珠藤,3,立春,第1候,2.5,1,1
2023/02/06,31,26,大青,2,立春,第1候,3,1,1
2023/02/06,32,26-1,狗花椒,1,立春,第1候,2.5,1,1
2023/02/06,33,27,球花嘉賜木,1,立春,第1候,3,2,1
2023/02/06,34,28,球花嘉賜木,1,立春,第1候,3,1,3
2023/02/06,36,30,對面花,2,立春,第1候,3,1,1
2023/02/06,37,31,狗花椒,1,立春,第1候,3,1,1
2023/02/06,38,32,毛瓣蝴蝶木,2,立春,第1候,2.5,2,1
2023/02/06,39,32-1,厚殼樹,1,立春,第1候,0.5,1,1
2023/02/06,40,33,狗花椒,1,立春,第1候,2.5,1,1
2023/02/06,41,34,狗花椒,1,立春,第1候,0.5,1,1
2023/02/06,42,35,羊角藤,3,立春,第1候,3,1,2
2023/02/06,43,36,朴樹,1,立春,第1候,0.5,1,1
2023/02/06,44,37,裡白巴豆,2,立春,第1候,2.5,1,1
2023/02/06,45,38,土密,1,立春,第1候,3,1,2
2023/02/06,46,39,樟樹,1,立春,第1候,2.5,1,1
2023/02/19,1,0,緬梔,1,雨水,第1候,2,2,1
2023/02/19,2,1,小梗木薑子,1,雨水,第1候,3,1,2
2023/02/19,3,2,相思樹,1,雨水,第1候,2.5,1,1
2023/02/19,4,3,降真香,1,雨水,第1候,2.5,1,2
2023/02/19,5,4,球花嘉賜木,1,雨水,第1候,3,1,1
2023/02/19,6,5,血桐,1,雨水,第1候,2.5,1,1
2023/02/19,7,6,灰木,2,雨水,第1候,2,1,1
2023/02/19,8,7,狗骨仔,1,雨水,第1候,3,1,1
2023/02/19,9,8,狗骨仔,2,雨水,第1候,2.5,1,2
2023/02/19,10,9,紅脈赤楠,1,雨水,第1候,2.5,1,1
2023/02/19,11,10,台灣山桂花,2,雨水,第1候,2.5,2,2
2023/02/19,12,11,細葉饅頭果,1,雨水,第1候,2.5,1,1
2023/02/19,13,12,球花嘉賜木,1,雨水,第1候,3,2,1
2023/02/19,14,13,相思樹,1,雨水,第1候,2.5,2,1
2023/02/19,15,14,血桐,1,雨水,第1候,2.5,1,1
2023/02/19,16,14-1,狗骨仔,2,雨水,第1候,2.5,1.5,2
2023/02/19,18,16,山油麻,1,雨水,第1候,2.5,1,1
2023/02/19,19,17,構樹,1,雨水,第1候,0.5,1,1
2023/02/19,21,19,白匏子,1,雨水,第1候,2.5,1,1
2023/02/19,22,19-1,白匏子,1,雨水,第1候,2.5,1,1
2023/02/19,23,20,白匏子,1,雨水,第1候,2.5,1,1
2023/02/19,24,21,苦楝,1,雨水,第1候,2,1,1
2023/02/19,25,21-1,白毛臭牡丹,2,雨水,第1候,2,2,1
2023/02/19,26,22,狗骨仔,2,雨水,第1候,2.5,2,1
2023/02/19,27,23,降真香,1,雨水,第1候,3,1,2
2023/02/19,28,24,小錦蘭,3,雨水,第1候,3,1.5,1
2023/02/19,29,25,雙面刺,3,雨水,第1候,2.5,1.5,1
2023/02/19,30,25-1,紅珠藤,3,雨水,第1候,2.5,1,1
2023/02/19,31,26,大青,2,雨水,第1候,3,1,1
2023/02/19,32,26-1,狗花椒,1,雨水,第1候,2.5,1,1
2023/02/19,33,27,球花嘉賜木,1,雨水,第1候,3,2,1
2023/02/19,34,28,球花嘉賜木,1,雨水,第1候,3,1,3
2023/02/19,35,29,台灣野茉莉,2,雨水,第1候,2,1,1
2023/02/19,36,30,對面花,2,雨水,第1候,3,1,1
2023/02/19,37,31,狗花椒,1,雨水,第1候,3,1,1
2023/02/19,38,32,毛瓣蝴蝶木,2,雨水,第1候,2.5,2,1
2023/02/19,39,32-1,厚殼樹,1,雨水,第1候,0.5,1,1
2023/02/19,40,33,狗花椒,1,雨水,第1候,2.5,1,1
2023/02/19,41,34,狗花椒,1,雨水,第1候,2.5,1,1
2023/02/19,42,35,羊角藤,3,雨水,第1候,2.5,1,2
2023/02/19,43,36,朴樹,1,雨水,第1候,0.5,1,1
2023/02/19,44,37,裡白巴豆,2,雨水,第1候,2.5,1,1
2023/02/19,45,38,土密,1,雨水,第1候,3,1,1
2023/02/19,46,39,樟樹,1,雨水,第1候,2.5,1,1
2023/02/28,1,0,緬梔,1,雨水,第2候,2,2,1
2023/02/28,2,1,小梗木薑子,1,雨水,第2候,3,1,2
2023/02/28,3,2,相思樹,1,雨水,第2候,2.5,1,1
2023/02/28,4,3,降真香,1,雨水,第2候,2.5,1,2
2023/02/28,5,4,球花嘉賜木,1,雨水,第2候,3,1,1
2023/02/28,6,5,血桐,1,雨水,第2候,2.5,1,1
2023/02/28,7,6,灰木,2,雨水,第2候,2,1,1
2023/02/28,8,7,狗骨仔,1,雨水,第2候,3,1,1
2023/02/28,9,8,狗骨仔,2,雨水,第2候,2.5,1,1
2023/02/28,10,9,紅脈赤楠,1,雨水,第2候,2.5,1,1
2023/02/28,11,10,台灣山桂花,2,雨水,第2候,2.5,3,1
2023/02/28,12,11,細葉饅頭果,1,雨水,第2候,2.5,1,1
2023/02/28,13,12,球花嘉賜木,1,雨水,第2候,3,2,1
2023/02/28,14,13,相思樹,1,雨水,第2候,2.5,2,1
2023/02/28,15,14,血桐,1,雨水,第2候,2.5,1,1
2023/02/28,16,14-1,狗骨仔,2,雨水,第2候,2.5,1.5,2
2023/02/28,18,16,山油麻,1,雨水,第2候,2.5,1,1
2023/02/28,19,17,構樹,1,雨水,第2候,0.5,1,1
2023/02/28,21,19,白匏子,1,雨水,第2候,2.5,1,1
2023/02/28,22,19-1,白匏子,1,雨水,第2候,2.5,1,1
2023/02/28,23,20,白匏子,1,雨水,第2候,2.5,1,1
2023/02/28,24,21,苦楝,1,雨水,第2候,2,1,1
2023/02/28,25,21-1,白毛臭牡丹,2,雨水,第2候,2,2,1
2023/02/28,26,22,狗骨仔,2,雨水,第2候,2.5,2,1
2023/02/28,27,23,降真香,1,雨水,第2候,3,1,2
2023/02/28,28,24,小錦蘭,3,雨水,第2候,3,1.5,1
2023/02/28,29,25,雙面刺,3,雨水,第2候,2.5,2,1
2023/02/28,30,25-1,紅珠藤,3,雨水,第2候,2.5,1,1
2023/02/28,31,26,大青,2,雨水,第2候,3,1,1
2023/02/28,32,26-1,狗花椒,1,雨水,第2候,2.5,1,1
2023/02/28,33,27,球花嘉賜木,1,雨水,第2候,3,2,1
2023/02/28,34,28,球花嘉賜木,1,雨水,第2候,3,1,3
2023/02/28,35,29,台灣野茉莉,2,雨水,第2候,2,1.5,1
2023/02/28,36,30,對面花,2,雨水,第2候,3,1,1
2023/02/28,37,31,狗花椒,1,雨水,第2候,3,1,1
2023/02/28,38,32,毛瓣蝴蝶木,2,雨水,第2候,2.5,2,1
2023/02/28,39,32-1,厚殼樹,1,雨水,第2候,0.5,1,1
2023/02/28,40,33,狗花椒,1,雨水,第2候,2.5,1,1
2023/02/28,41,34,狗花椒,1,雨水,第2候,2.5,1,1
2023/02/28,42,35,羊角藤,3,雨水,第2候,2.5,1,1
2023/02/28,43,36,朴樹,1,雨水,第2候,2,1,1
2023/02/28,44,37,裡白巴豆,2,雨水,第2候,2.5,1,1
2023/02/28,45,38,土密,1,雨水,第2候,2.5,1,1
2023/02/28,46,39,樟樹,1,雨水,第2候,2.5,2,1
2023/03/04,1,0,緬梔,1,雨水,第3候,2.5,1,1
2023/03/04,2,1,小梗木薑子,1,雨水,第3候,2.5,1,2
2023/03/04,3,2,相思樹,1,雨水,第3候,2.5,1,1
2023/03/04,4,3,降真香,1,雨水,第3候,2.5,1,1
2023/03/04,5,4,球花嘉賜木,1,雨水,第3候,3,1,1
2023/03/04,6,5,血桐,1,雨水,第3候,2.5,1,1
2023/03/04,7,6,灰木,2,雨水,第3候,2,1.5,1
2023/03/04,8,7,狗骨仔,1,雨水,第3候,3,1,1
2023/03/04,9,8,狗骨仔,2,雨水,第3候,2.5,1,1
2023/03/04,10,9,紅脈赤楠,1,雨水,第3候,2.5,1,1
2023/03/04,11,10,台灣山桂花,2,雨水,第3候,2.5,3,1
2023/03/04,12,11,細葉饅頭果,1,雨水,第3候,2.5,1,1
2023/03/04,13,12,球花嘉賜木,1,雨水,第3候,3,2,1
2023/03/04,14,13,相思樹,1,雨水,第3候,2.5,1,1
2023/03/04,15,14,血桐,1,雨水,第3候,2.5,1,1
2023/03/04,16,14-1,狗骨仔,2,雨水,第3候,3,1,2
2023/03/04,18,16,山油麻,1,雨水,第3候,2.5,1,1
2023/03/04,19,17,構樹,1,雨水,第3候,0.5,1,1
2023/03/04,20,18,白毛臭牡丹,2,雨水,第3候,2.5,2,1
2023/03/04,21,19,白匏子,1,雨水,第3候,2.5,1,1
2023/03/04,22,19-1,白匏子,1,雨水,第3候,2.5,1,2
2023/03/04,23,20,白匏子,1,雨水,第3候,2.5,1,1
2023/03/04,24,21,苦楝,1,雨水,第3候,2,1.5,1
2023/03/04,25,21-1,白毛臭牡丹,2,雨水,第3候,2.5,2,2
2023/03/04,26,22,狗骨仔,2,雨水,第3候,2.5,1.5,1
2023/03/04,27,23,降真香,1,雨水,第3候,3,1,2
2023/03/04,28,24,小錦蘭,3,雨水,第3候,3,1.5,1
2023/03/04,29,25,雙面刺,3,雨水,第3候,2.5,2,1
2023/03/04,30,25-1,紅珠藤,3,雨水,第3候,2.5,1,1
2023/03/04,37,31,狗花椒,1,雨水,第3候,2.5,1.5,1
2023/03/04,31,26,大青,2,雨水,第3候,2.5,1,1
2023/03/04,33,27,球花嘉賜木,1,雨水,第3候,3,1,1
2023/03/04,34,28,球花嘉賜木,1,雨水,第3候,2.5,1,2
2023/03/04,40,33,狗花椒,1,雨水,第3候,2.5,1.5,1
2023/03/04,41,34,狗花椒,1,雨水,第3候,2.5,1,1
2023/03/04,35,29,台灣野茉莉,2,雨水,第3候,2,1.5,1
2023/03/04,36,30,對面花,2,雨水,第3候,2.5,1,1
2023/03/04,44,37,裡白巴豆,2,雨水,第3候,2.5,1,1
2023/03/04,43,36,朴樹,1,雨水,第3候,2,1,1
2023/03/04,45,38,土密,1,雨水,第3候,2.5,1,1
2023/03/04,46,39,樟樹,1,雨水,第3候,2.5,1.5,1
2023/03/04,42,35,羊角藤,3,雨水,第3候,2.5,1,1
2023/03/04,38,32,毛瓣蝴蝶木,2,雨水,第3候,2.5,2,1
2023/03/18,1,0,緬梔,1,驚蟄,第3候,2.5,2,1
2023/03/18,2,1,小梗木薑子,1,驚蟄,第3候,2.5,1,1
2023/03/18,3,2,相思樹,1,驚蟄,第3候,2.5,1,1
2023/03/18,4,3,降真香,1,驚蟄,第3候,2.5,1,1
2023/03/18,5,4,球花嘉賜木,1,驚蟄,第3候,3,1,2
2023/03/18,6,5,血桐,1,驚蟄,第3候,2.5,1.5,1
2023/03/18,7,6,灰木,2,驚蟄,第3候,2.5,1.5,1
2023/03/18,8,7,狗骨仔,1,驚蟄,第3候,2.5,1,1
2023/03/18,9,8,狗骨仔,2,驚蟄,第3候,2.5,1,1
2023/03/18,10,9,紅脈赤楠,1,驚蟄,第3候,2.5,1.5,1
2023/03/18,11,10,台灣山桂花,2,驚蟄,第3候,2.5,1,3
2023/03/18,12,11,細葉饅頭果,1,驚蟄,第3候,2.5,1,1
2023/03/18,13,12,球花嘉賜木,1,驚蟄,第3候,2.5,1,1
2023/03/18,14,13,相思樹,1,驚蟄,第3候,2.5,2,1
2023/03/18,15,14,血桐,1,驚蟄,第3候,2.5,1.5,1
2023/03/18,16,14-1,狗骨仔,2,驚蟄,第3候,2.5,1.5,2
2023/03/18,18,16,山油麻,1,驚蟄,第3候,2.5,1,1
2023/03/18,19,17,構樹,1,驚蟄,第3候,2.5,1,1
2023/03/18,20,18,白毛臭牡丹,2,驚蟄,第3候,2.5,3,2
2023/03/18,21,19,白匏子,1,驚蟄,第3候,2.5,1,1
2023/03/18,22,19-1,白匏子,1,驚蟄,第3候,2.5,1,2
2023/03/18,23,20,白匏子,1,驚蟄,第3候,2.5,1,1
2023/03/18,24,21,苦楝,1,驚蟄,第3候,2,2,1
2023/03/18,25,21-1,白毛臭牡丹,2,驚蟄,第3候,2.5,2,2
2023/03/18,26,22,狗骨仔,2,驚蟄,第3候,2.5,2,1
2023/03/18,27,23,降真香,1,驚蟄,第3候,3,1,2
2023/03/18,28,24,小錦蘭,3,驚蟄,第3候,3,1.5,1
2023/03/18,29,25,雙面刺,3,驚蟄,第3候,2.5,1.5,1
2023/03/18,30,25-1,紅珠藤,3,驚蟄,第3候,2.5,1,1
2023/03/18,37,31,狗花椒,1,驚蟄,第3候,3,1,1
2023/03/18,31,26,大青,2,驚蟄,第3候,2.5,1,1
2023/03/18,33,27,球花嘉賜木,1,驚蟄,第3候,3,1,1
2023/03/18,34,28,球花嘉賜木,1,驚蟄,第3候,2.5,1,2
2023/03/18,41,34,狗花椒,1,驚蟄,第3候,2.5,1,1
2023/03/18,40,33,狗花椒,1,驚蟄,第3候,2.5,1,1
2023/03/18,35,29,台灣野茉莉,2,驚蟄,第3候,2.5,2,1
2023/03/18,44,37,裡白巴豆,2,驚蟄,第3候,2.5,1,1
2023/03/18,43,36,朴樹,1,驚蟄,第3候,2.5,3,1
2023/03/18,45,38,土密,1,驚蟄,第3候,2.5,1,1
2023/03/18,46,39,樟樹,1,驚蟄,第3候,2.5,3,1
2023/03/18,42,35,羊角藤,3,驚蟄,第3候,2.5,1,1
2023/03/18,38,32,毛瓣蝴蝶木,2,驚蟄,第3候,2.5,2,1
2023/04/01,1,0,緬梔,1,春分,第3候,2.5,2,1
2023/04/01,39,32-1,厚殼樹,1,春分,第3候,2,1,1
2023/04/01,38,32,毛瓣蝴蝶木,2,春分,第3候,2.5,2,1
2023/04/01,2,1,小梗木薑子,1,春分,第3候,2.5,1,1
2023/04/01,3,2,相思樹,1,春分,第3候,2.5,1,1
2023/04/01,4,3,降真香,1,春分,第3候,2.5,1.5,2
2023/04/01,5,4,球花嘉賜木,1,春分,第3候,3,1,1
2023/04/01,6,5,血桐,1,春分,第3候,2.5,1.5,1
2023/04/01,7,6,灰木,2,春分,第3候,2.5,2,1
2023/04/01,8,7,狗骨仔,1,春分,第3候,2.5,2,1
2023/04/01,9,8,狗骨仔,2,春分,第3候,2.5,2,1
2023/04/01,10,9,紅脈赤楠,1,春分,第3候,2.5,1.5,1
2023/04/01,11,10,台灣山桂花,2,春分,第3候,2.5,1,3
2023/04/01,12,11,細葉饅頭果,1,春分,第3候,2.5,2,1
2023/04/01,13,12,球花嘉賜木,1,春分,第3候,2.5,1,1
2023/04/01,14,13,相思樹,1,春分,第3候,2.5,1,1
2023/04/01,15,14,血桐,1,春分,第3候,2.5,3,1
2023/04/01,16,14-1,狗骨仔,2,春分,第3候,2.5,1.5,2
2023/04/01,18,16,山油麻,1,春分,第3候,2.5,1,1
2023/04/01,19,17,構樹,1,春分,第3候,2.5,3,1
2023/04/01,20,18,白毛臭牡丹,2,春分,第3候,2.5,2,2
2023/04/01,21,19,白匏子,1,春分,第3候,2.5,1,1
2023/04/01,22,19-1,白匏子,1,春分,第3候,2.5,1,1
2023/04/01,23,20,白匏子,1,春分,第3候,2.5,1,1
2023/04/01,24,21,苦楝,1,春分,第3候,2.5,3,1
2023/04/01,25,21-1,白毛臭牡丹,2,春分,第3候,2.5,1,2
2023/04/01,26,22,狗骨仔,2,春分,第3候,2.5,3,1
2023/04/01,27,23,降真香,1,春分,第3候,2.5,1,3
2023/04/01,28,24,小錦蘭,3,春分,第3候,3,3,1
2023/04/01,29,25,雙面刺,3,春分,第3候,2.5,1.5,1
2023/04/01,30,25-1,紅珠藤,3,春分,第3候,2.5,1,1
2023/04/01,42,35,羊角藤,3,春分,第3候,2.5,1,1
2023/04/01,37,31,狗花椒,1,春分,第3候,2.5,1,1
2023/04/01,31,26,大青,2,春分,第3候,2.5,1,1
2023/04/01,32,26-1,狗花椒,1,春分,第3候,2.5,1,1
2023/04/01,33,27,球花嘉賜木,1,春分,第3候,2.5,1,1
2023/04/01,34,28,球花嘉賜木,1,春分,第3候,2.5,1,1
2023/04/01,41,34,狗花椒,1,春分,第3候,2.5,1,1
2023/04/01,40,33,狗花椒,1,春分,第3候,2.5,1,1
2023/04/01,35,29,台灣野茉莉,2,春分,第3候,2.5,3,1
2023/04/01,36,30,對面花,2,春分,第3候,2,1,1
2023/04/01,44,37,裡白巴豆,2,春分,第3候,2.5,1,2
2023/04/01,43,36,朴樹,1,春分,第3候,2.5,1,3
2023/04/01,45,38,土密,1,春分,第3候,2.5,1,1
2023/04/01,46,39,樟樹,1,春分,第3候,2.5,3,1
